WRMD_ID,Accession_no,Admission_date,Species,Org,Location,Lat,Long,Disp,Disp_date,Age,Clinical presentation/syndrome category,Reasons for admission,Condition,Diagnosis,Notes
669736,17-45,1/24/2017 16:41,Black-necked Grebe,Pacific Wildlife Care,. Oceano CA,35.098865,-120.612393,Pending,,Adult,"Stranded, nutritional disease",appears injured,"**integument**: feather lice // **body**: emaciated // **comments**: BAR. came in cold. warmed up with drying pen until bird was 100 F. emaciated, poor plumage around neck, but does not appear contaminated + feather lice. otherwise no injuries noted.  // ",emaciated,
740724,17-90,1/24/2017 10:24,Black-necked Grebe,Santa Barbara Wildlife Care Network,Santa Barbara Harbor Launch Ramp Santa Barbara CA,,,Pending,,Adult,"Stranded, petrochemical exposure","oiled, weak, looked puffed up","**integument**: 1% oiled, all puffed up and cold // ",,
707608,17-72,1/24/2017 12:15,Black-necked Grebe,SPCA for Monterey County,Carmel Beach Carmel CA,36.558859,-121.92901,Died in 24hr,1/25/2017,Adult,"Stranded, petrochemical exposure","beached, tumbling in water",,Oiled,
655072,17-10,1/25/2017 9:19,Pied-billed Grebe,Sulphur Creek Nature Center,El Camino and Spruce San Francisco CA,37.459337,-122.194728,Pending,,Adult,Stranded,Flew into structure,**comments**: no obvious injuries // ,no obvious injuries,
701119,17-68,1/21/2017 13:26,Pied-billed Grebe,Wildlife Center of Silicon Valley,Penitencia Creek Park San Jose CA,,,Pending,,Adult,"Stranded, physical injury",can't fly,"**head**: eyes clear, pale mm // **cns**: nsf, BAR // **cardiopulmonary**: nsf, normal respiration // **gastrointestinal**: nsf, nothing passed, clean vent // **integument**: nsf, good feather condition // **body**: thin // **forelimb**: nsf, good drawback, no fxs/lxs palpated // **hindlimb**: abrasions to plantar surface of digits, no fxs/lxs palpated; standing and walking normally when prompted // ",,
648691,17-26,1/21/2017 17:25,Western Grebe,Bird Ally X,beach near NCMMC Crescent City CA,,,Died +24hr,1/24/2017,Adult,Stranded,"beached, storm tossed",**gastrointestinal**: Red/swollen cloaca // **integument**: Wet and sandy // ,,
765026,17-25,1/21/2017 10:46,Western Grebe,Bird Ally X,Moonstone Beach Trinidad CA,41.029111,-124.110137,Died +24hr,,Adult,"Stranded, physical injury",beached,**hindlimb**: Minor abrasions on plantar surface of digits // **comments**: Was in 95°F incubator prior to exam // ,,
704647,17-70,1/23/2017 22:20,Western Grebe,SPCA for Monterey County,Fisherman's Wharf Monterey CA,36.604577,-121.89273,Pending,,Adult,Stranded,"""Fell out of sky""",,Crash landing,
713258,17-75,1/21/2017 10:10,Western Grebe,Santa Barbara Wildlife Care Network,Port Hueneme Beach Oxnard CA,34.147553,-119.186113,Transferred,1/24/2017,Adult,"Stranded, petrochemical exposure",Oiled,**integument**: ~8% oiled // ,,
764991,17-103,1/26/2017 11:39,Western Gull,California Wildlife Center,9229 Geyser ave Northridge CA,34.23817,-118.542479,Pending,,Adult,"Stranded, neurologic disease",Saw him yesterday walking in neighbors yard and in the street. Today he was in their yard and wouldn't fly away. ,**cns**: Slightly ataxic // ,,
753373,17-97,1/25/2017 11:29,Western Gull,California Wildlife Center,3749 S Redwood Ave Los Angeles CA,33.998999,-118.446955,Transferred,1/26/2017,Adult,"Stranded, neurologic disease","Found in backyard, unable to fly","**cns**: Slightly ataxic, but able to right itself quickly // **integument**: R/L primaries in poor condition // **hindlimb**: R foot bumble lesions on D2 and D4 // ",Neuro,
767691,17-43,1/24/2017 10:20,Western Gull,Pacific Wildlife Care,1279 Embarcadero Morro Bay CA,35.371358,-120.85814,Pending,,Adult,"Stranded, physical injury",fishing line injured wing,"**head**: Looks like hook possibly stuck in mouth on R side of glottis at one point - bruising, some swelling, but already healing. Entire mouth somewhat swollen. // **gastrointestinal**: Rads show large hook in GI tract. Dirty vent, maybe bird couldn't stand at one point. // **forelimb**: Heavy swelling around L elbow. No fx on rads. Wing drooping but left unwrapped to observe; looks like it might drag though.  // **hindlimb**: Brook observed limping on L leg when rescued, but can stand and did attempt to run when rescued. // **comments**: Will need alternate radiograph veiws. // ",,
756312,17-40,1/23/2017 17:21,Western Gull,Pacific Wildlife Care,Bernardo @ Morro Bay blvd Morro Bay CA,,,Euthanized in 24hr,1/23/2017,Adult,"Stranded, physical injury","limping, hurt wing",**forelimb**: Open luxation R carpus // ,Open luxation R carpus,
723623,17-192,1/21/2017 11:28,Western Gull,Project Wildlife,12717 w san marcos blvd. san marcos  CA,33.133035,-117.194845,Euthanized in 24hr,1/21/2017,Adult,"Stranded, physical injury",Poss. broken wing ,"**forelimb**: FX LEFT WRIST. OPEN, BLEEDING WOUND AT FX SITE. // ",FX LEFT WRIST,
718771,17-77,1/21/2017 11:16,Western Gull,Santa Barbara Wildlife Care Network,West Beach Santa Barbara CA,34.404836,-119.697716,Pending,,Adult,"Stranded, physical injury",Line wrapped around body,"**head**: Line wrapped around tongue and both commissures. Wounds along commissures healing. No discoloration of tongue, but tongue seems stiff due to line constrictions. // **body**: Line wrapped around neck; no wounds found. // **forelimb**: Line wrapped around (L) proximal radius and ulna. Wounds already scabbing. // ",,
707608,17-73,1/21/2017 9:55,Western Gull,Santa Barbara Wildlife Care Network,C Street and Bard Street Oxnard CA,34.161017,-119.180531,Euthanized in 24hr,1/21/2017,Juvenile,"Stranded, physical injury",Proximal radius and ulna fx ,**integument**: Large skin tear (~1cm) along (R) femur // **forelimb**: Proximal radius and ulna compound fx. Wrapped wing with vet wrap. // ,,
697409,17-65,1/21/2017 14:06,Western Gull,SPCA for Monterey County,Bird Rock Beach Pebble Beach CA,36.594183,-121.952228,Pending,,Adult,"Stranded, physical injury",on beach not flying,"**head**: Good PLR, eyes, nares, and mouth clear // **forelimb**: Granulated tissue, some scabs consistent with entanglement around elbow and proximal to elbow. Small (1mm) puncture with intact radius visible. Some bruising visible on L elbow. // **hindlimb**: Superficial abrasion on hock joint of L leg // ",Entanglement,
706078,17-71,1/22/2017 10:35,Western Gull,WildCare,"Main Street into Marin city, Sausalito  Sausalito CA",,,Transferred,1/25/2017,Adult,"Stranded, physical injury, neurologic disease",Kids throwing rocks,"**head**: WNL // **cns**: QAR, very weak, large amount of fecal around cloaca, cloaca has tone  // **gastrointestinal**: Excessive fecal around cloaca, cloaca has tone  // **musculoskeletal**: Fracture to left tbt mid-shaft, multiple pelvic fractures, multiple rib fractures, possible spinal trauma  // **integument**: WNL // **body**: WNL // **forelimb**: WNL // **hindlimb**: Fracture to left tbt mid-shaft  // **comments**: QAR on admission, didn't try to bite, fecal all over cloaca, gave meds and let sit for an hour on heat and O2, Much more active once fluids and pain meds kicked in, blood work ok, used light sedation to apply splint and clean the vent, set up with food, re-eval tomorrow  // ","Fracture to left TBT, suspected fxs of pelvis, multiple rib fractures, abnormal fecal collection around outside of vent (spinal?)",
815659,17-50,1/26/2017 13:54,Brown Pelican,Pacific Wildlife Care,Sand Spit Morro Bay between mileposts 3 and 4 on the beach side Morro Bay CA,,,Euthanized in 24hr,1/26/2017,Adult,"Stranded, physical injury","Bad wing, bad foot","**forelimb**: Open fracture L metacarpus.  ~3cm exposed bone, dry and discolored. // **hindlimb**: Knuckling R foot.  Superficial abrasions on dorsal surface digits.   // ",Open fracture L metacarpus w/bone devitalization,
759880,17-100,1/25/2017 15:53,Brown Pelican,Santa Barbara Wildlife Care Network,Surfer's Knoll Beach Ventura CA,,,Pending,,Adult,"Stranded, physical injury",wing injury,"**forelimb**: right shoulder injury? can't feel any fx but drooping badly need X-Ray // **hindlimb**: bumbles on left D2, D3, and D4. Bumbles on Right D4 // **comments**: wrapped wing to body // ",,
720223,17-78,1/21/2017 16:29,Brown Pelican,Santa Barbara Wildlife Care Network,Ventura Harbor Ventura CA,34.264283,-119.269843,Euthanized in 24hr,1/21/2017,Adult,"Stranded, physical injury",Not flying,**forelimb**: Fracture at (L) elbow - crepitus present; area around fracture is severely swollen and warm. Wrapped wing with vet wrap. // ,,
761285,17-101,1/26/2017 8:21,California Gull,California Wildlife Center,Paradise Cove Malibu CA,34.022609,-118.786687,Transferred,1/26/2017,Adult,"Stranded, petrochemical exposure",Oiled,"**cardiopulmonary**: Oil may have been injested // **gastrointestinal**: Oil contaminants surrounding vent // **body**: 25% of hind body covered with oil // **forelimb**: Oil contaminants on feathers, Flesh blood on R carpal // **hindlimb**: Oil burns on L/R TBTs // ",Oiled,
699075,17-66,1/21/2017 14:09,California Gull,SPCA for Monterey County,Lighthouse Avenue Tunnel Monterey CA,,,Euthanized in 24hr,1/21/2017,Adult,"Stranded, physical injury","wing inj, poss hit by car",**head**: Laceration and trauma to R side of head // **forelimb**: L wing multiple metacarpal fx // ,injured,
743866,17-92,1/25/2017 16:53,California Gull,Wildlife Center of Silicon Valley,Jackson Avenue & McKee Road San Jose CA,37.365363,-121.850133,Euthanized in 24hr,1/25/2017,Adult,"Stranded, physical injury",found on ground; Can't Fly,**hindlimb**: open fx to R r/u // ,,
742472,17-36,1/23/2017 11:40,Sharp-shinned Hawk,Pacific Wildlife Care,1529 Hillcrest Drive Grover Beach CA,35.126349,-120.606327,Pending,,Juvenile,Physical injury,Window strike,**head**: Very small amt blood in oral cavity.  Small area of hemorrhage ventral R iris.  Moderate amt blood and debris in vitreous OD. Eye appears visual.  Can't tell for sure if retina is OK w/debris in the way. // **body**: Large bruises lateral pectorals both sides // ,R eye trauma (window strike),
704647,17-70,1/21/2017 14:36,Sharp-shinned Hawk,Wildlife Center of Silicon Valley,12667 Cheverly Court Saratoga CA,37.284406,-122.028621,Euthanized in 24hr,1/21/2017,Adult,Physical injury,hit window,**forelimb**: compound fracture to R r/u // ,,
799320,17-49,1/25/2017 11:41,Striped Skunk,Pacific Wildlife Care,1480 Santa Ysabel Los Osos CA,35.330912,-120.822543,Euthanized in 24hr,1/25/2017,Sub-adult,"Neurologic disease, ocular disease",Convulsing,"**head**: Severe corneal edema OD // **cns**: Generalized tremors, teeth gnashing.  Non-responsive when touched. // **comments**: Distemper suspect // ",Distemper suspect,
653578,17-31,1/21/2017 12:30,Striped Skunk,Pacific Wildlife Care,380 Huntington Rd Cambria CA,35.561478,-121.1033,Pending,,Sub-adult,Nutritional disease,"under house, dying?","**comments**: Trapped in cement pit under house with 2 others that were dead, most likely from dehydration/starvation.  Could not get out.   // ",Emaciation,
707608,17-73,1/21/2017 10:26,Striped Skunk,WildCare,608 Sky Hy Circle Lafayette CA,37.874142,-122.119471,Pending,,1.00 Adult,"Physical injury, neurologic disease",Caught paw in netting around fruit tree. Injured during struggle to escape.,"**head**: alopecia on rostrum (and dorsum noticed by NS at WC) // **cns**: So lethargic as to not lift tail normally. (LWE staff) // **integument**: Extremely cold and wet on intake. (LWE staff) // **hindlimb**: right front humerus and scapula rotated backwards. Leg had resistance once rotated. R front nails caught in netting - only right front nails overgrown, caught for a while. (LWE staff) // ","Wet, cold, alopecia, abnormal mentation, humorous and scapula (R) rotated backwards (on intake) (LWE staff)",
753373,17-97,1/25/2017 14:05,Surf Scoter,Santa Barbara Wildlife Care Network,"6500 Del Playa, Isla Vista Goleta  CA",34.40927,-119.853708,Died in 24hr,1/25/2017,Adult,"Stranded, respiratory disease","Couldn't breathe, looked stressed",,,
799320,17-49,1/24/2017 11:20,Surf Scoter,The Bird Rescue Center,unknown unknown CA,,,Transferred,1/25/2017,Juvenile,"Stranded, respiratory disease",ATTK,,"lethargic and covered in feces →incubator, eyes reactive- wheezing when breathing, no fractures felt",
749473,17-95,1/25/2017 13:03,Turkey Vulture,Santa Barbara Wildlife Care Network,Under Los Carneros ramp off HWY 101 Goleta CA,,,Euthanized in 24hr,1/25/2017,Adult,Physical injury,Possibly hit by car; not flying or standing,"**integument**: lots of feather lice // **forelimb**: Old compound fx left radius and ulna // **comments**: wrapped wing, gave metacam and water // ",,
752420,17-38,1/23/2017 12:59,Yellow-rumped Warbler,Pacific Wildlife Care,Behind Hind Pool PWC CA,,,Euthanized in 24hr,1/23/2017,Adult,Physical injury,Dragging wing,**forelimb**: Open fracture L metacarpus.  Wing distal to fracture dry and devitalized.  // ,Open fracture L metacarpus w/tissue necrosis,
744257,17-207,1/22/2017 13:04,Yellow-rumped Warbler,Project Wildlife,436 Pennsylvania San Diego CA,32.745134,-117.160684,Euthanized in 24hr,1/22/2017,Adult,"Physical injury, neurologic disease","Found lying on sidewalk, face down, unable to fly ",**forelimb**: bruising above left shoulder. no fx palpated. possible coracoid injury. // **comments**: suspect window strike. gave one time dose metacam (0.15mg/ml at 0.4mg/kg) po once.  // ,neurological/head trauma,
777146,17-46,1/25/2017 9:24,Yellow-shafted Flicker,Pacific Wildlife Care,1664 quiet oaks dr Arroyo Grande CA,35.075494,-120.537005,Euthanized in 24hr,1/25/2017,Adult,Physical injury,broken leg/wing,**forelimb**: L shoulder joint fx // ,L shoulder fx,
723032,17-80,1/19/2017 14:18,Double-crested Cormorant,California Wildlife Center,1776 N Las Palmas Los Angeles CA,34.104117,-118.335503,Euthanized in 24hr,1/19/2017,Adult,"Stranded, nutritional disease",unknown,,Emaciated,
699997,17-67,1/19/2017 14:18,Double-crested Cormorant,Santa Barbara Wildlife Care Network,Ventura Pier Ventura CA,34.275067,-119.290962,Dead on arrival,1/19/2017,Adult,Stranded,DOA,"**head**: A red line along the R side of bottom beak, water coming out of mouth // **body**: Wet, cold, and covered in sand // ",,
689915,17-60,1/17/2017 17:43,Double-crested Cormorant,Santa Barbara Wildlife Care Network,Pedregosa St Santa Barbara CA,34.424055,-119.719636,Pending,,Adult,"Stranded, physical injury",Found on street,**head**: A laceration along the side of L bottom beak and a smaller laceration along the side of R bottom beak // ,,
687876,17-58,1/17/2017 14:06,Double-crested Cormorant,Santa Barbara Wildlife Care Network,1995 Main St Ventura CA,34.278211,-119.270212,Pending,,Juvenile,"Stranded, nutritional disease",Stuck behind a shed in someone's yard,"**comments**: NSF, other than being extremely emaciated // ",,
686591,17-57,1/17/2017 13:59,Double-crested Cormorant,Santa Barbara Wildlife Care Network,Dunavin and Broadway Santa Maria CA,,,Euthanized +24hr,1/18/2017,Juvenile,"Stranded, petrochemical exposure",Unknown,**integument**: 25% oiled // **hindlimb**: Covered in oil // ,,
682071,17-54,1/16/2017 13:14,Double-crested Cormorant,Santa Barbara Wildlife Care Network,2911 De La Vina Santa Barbara CA,34.437448,-119.727388,Transferred,1/17/2017,Adult,"Stranded, petrochemical exposure",Hiding under a car,"**musculoskeletal**: Unsure if there's crunching feeling on top of spine and bottom of neck // **integument**: 1% oiled, on chest // **comments**: NSF, not standing // ",,
816068,17-52,1/15/2017 15:18,Double-crested Cormorant,Santa Barbara Wildlife Care Network,524 S. Seaward Ave. Ventura CA,34.269836,-119.267072,Euthanized in 24hr,1/16/2017,Juvenile,"Stranded, physical injury",leg injury,**hindlimb**: Left femur fx // ,,
808788,17-126,1/15/2017 23:19,Double-crested Cormorant,Project Wildlife,15124 Bear Tree Fontana CA,34.12577,-117.474736,Transferred,1/16/2017,Juvenile,"Stranded, nutritional disease",Found in swimming pool,"**integument**: MISSING FEATHERS VENTRAL ASPECT L PATAGIUM // **body**: EMACIATED // **comments**: STANDING WELL. QAR. WEAK, EMACIATED // ",EMACIATED,
663555,17-13,1/14/2017 11:21,Cooper's Hawk,Wildlife Rescue Center of Napa County,Vichy at Montecello Napa CA,38.338663,-122.259923,Died +24hr,1/19/2017,Juvenile,Physical injury,"found on ground, left wing broken?","**integument**: Left wing damaged, possibly broken, swollen // **forelimb**: left wing possibly broken, swollen // **comments**: Left wing possibly broken  // ",,
734190,17-33,1/15/2017 12:56,Dark-eyed Junco,The Bird Rescue Center,2791 McBride Lane Santa Rosa CA,38.466,-122.731415,Euthanized in 24hr,1/15/2017,Adult,Physical injury,CBC,,"2° missing right wing, compound fracture left tibio metatarsus at foot joint",
689203,17-59,1/19/2017 13:55,Common Loon,SPCA for Monterey County,"W. Bay St, seaside State Beach Seaside CA",,,Pending,,Adult,"Stranded, nutritional disease",Beached,"**gastrointestinal**: questionable anal tone // **integument**: poor feather quality, mismolt of primaries // **body**: emaciated // ",,
821967,17-53,1/16/2017 13:15,Common Loon,SPCA for Monterey County,Del Monte Beach Monterey CA,,,Died +24hr,1/19/2017,Adult,"Stranded, nutritional disease",lying on beach,"**head**: Nictitan stuck on eyes, R eye especially.   // **integument**: Poor feather quality on primaries and tail feathers // **body**: Emaciated // ",emaciated,
694571,17-63,1/15/2017 14:26,Allen's Hummingbird,California Wildlife Center,22509 Carbon Mesa Rd Malibu CA,34.042075,-118.657461,Died in 24hr,1/16/2017,Adult,"Physical injury, ocular disease","Found him on deck at house, hit the glass. Can fly but not for extended period of time. ",**head**: mild OD swelling // **forelimb**: flighted // ,head trauma,
718771,17-77,1/19/2017 12:07,Yellow-rumped Warbler ,California Wildlife Center,1400 Loma Vista St Pasadena CA,34.160356,-118.121415,Pending,,Adult,Physical injury,missing tail feathers and R primaries,"**integument**: Missing tail feathers, Poor feather quality on R primaries // **body**: Bruising along ventrum // **forelimb**: R/L shoulder swelling and bruising // ",,
691488,17-61,1/17/2017 15:25,Yellow-rumped Warbler ,WildCare,822 Athens Ave Oakland CA,37.815707,-122.275977,Died in 24hr,1/18/2017,Adult,Physical injury,CBD,"**musculoskeletal**: slight droop from L wrist but no fx palp // **body**: a little thin // **forelimb**: L wing // **comments**: stresses, quiet // ","CBD, trauma, L wing issue",
740778,17-35,1/15/2017 16:10,Yellow-rumped Warbler ,The Bird Rescue Center,18827 Beatrice Drive Sonoma CA,38.305804,-122.476451,Transferred,1/18/2017,Adult,Physical injury,CBC,,"right wing radius ulna, missing all tail feathers, right wing droops at elbow, swollen radius ulna-unable to palpate if fracture",
821125,17-51,1/17/2017 9:50,Ruddy Duck,Wildlife Center of Silicon Valley,Achievement Fitness Gym San Jose CA,,,Euthanized in 24hr,1/17/2017,Adult,Physical injury,"can't fly, RP found under her car and while trying to contain it the bird hit her car window","**forelimb**: compound fracture to R proximal humerus, very close to shoulder joint // ",,
781734,17-122,1/15/2017 12:10,Ruddy Duck,Project Wildlife,953 Bluesage Dr 92078 CA,33.12863,-117.212292,Pending,,Adult,Physical injury,OTH,"**body**: puncture L upper mid-chest. Flushed with sterile H20, cleaned with chlorohex. Applied SSD.  // **comments**: give fluids once calms down/not as stressed. // ",puncture on chest,
720223,17-78,1/18/2017 10:01,Lesser Goldfinch,Wildlife Care Association of Sacramento,5000 Rocklin Rd Rocklin CA,38.790958,-121.210865,Euthanized in 24hr,1/18/2017,Adult,Physical injury,Appears sick or injured - injured wing?,**forelimb**: Left humerus fracture near shoulder-euthanize  // ,Physical injury:fracture ,
727286,17-17,1/16/2017 18:15,Lesser Goldfinch,Wildlife Rescue Center of Napa County,100 Hartle Ct Napa CA,38.283581,-122.279626,Pending,,Adult,"Physical injury, neurologic disease",hit window/building,"**integument**: slightly fluffed up on arrival, quiet // **body**: minor bruising on keel/breast // **hindlimb**: Mobic, fluids, set up in softcage in Clinic // ",head trauma/stunned from window impact injury,
715339,17-76,1/19/2017 11:54,Great Horned Owl,California Wildlife Center,Lohman Pasadena CA,34.115609,-118.170189,Pending,,Adult,"Physical injury, neurologic disease",strong skunk odor,**head**: Blood in mouth // **cns**: L head tick // **musculoskeletal**: susp coracoid/clavicle fx // **integument**: contaminants on tail feathers // ,nuero,
704647,17-70,1/15/2017 13:20,Great Horned Owl,Wildlife Care Association of Sacramento,38048 netherlands road clarksburg CA,38.383936,-121.550999,Died +24hr,1/17/2017,Adult,Physical injury,broken wing ?? cant fly,"**head**: Small abrasion to top of beak // **gastrointestinal**: Caked in mud // **forelimb**: Old right r/u fx, badly healed. Wing drooping, unable to fly // **hindlimb**: Little SQ emp. to left knee/inguinal area // **comments**: Ate 3 mice // ",Physical injury: fracture,
702697,17-69,1/15/2017 11:27,Great Horned Owl,Wildlife Care Association of Sacramento,Tracy Blvd on HWY 4 Tracy CA,,,Pending,,Adult,Physical injury,Hit by car,"**head**: Abrasions on both eyelids, pupillary response intact, appears to be sighted.  Crack/chipped maxilla  // **integument**: Some broken tail feathers // **forelimb**: Left elbow swollen, wound on ventral side. No fx felt, able to flap and holds wing normally // ",Physical injury: wound,
669736,17-45,1/15/2017 13:42,California Gull,Wildlife Center of Silicon Valley,Marsh Road and 101 Redwood City CA,37.481353,-122.183556,Euthanized in 24hr,1/15/2017,Adult,"Stranded, physical injury","can't fly, injured wing",**forelimb**: open fx to R r/u // ,,
788391,17-19,1/17/2017 20:52,Northern Pygmy-owl,Wildlife Rescue Center of Napa County,3333 Redwood Road Napa CA,38.328809,-122.35447,Died in 24hr,,Adult,Physical injury,Found under car,**body**: Tail // **forelimb**: Right wing droop // ,,
685514,17-56,1/15/2017 12:14,Hermit Thrush,WildCare,158 Crescent Rd Corte Madera CA,37.92471,-122.531538,Euthanized in 24hr,1/15/2017,Adult,Physical injury,CBC ,**musculoskeletal**: Compound fx at left humerus // **forelimb**: Compound fx at left humerus // **comments**: QAR. CBC. Euthanized within 24 hours. // ,CBC - compound fx of humorous ,
823582,17-23,1/15/2017 11:31,Hermit Thrush,Pacific Wildlife Care,7975 San Marcos Rd Atascadero CA,35.477458,-120.673852,Pending,,Adult,Physical injury,cat caught,"**integument**: ~ 2.5 cm wound R abdomen, intestine prolapsed, 3 mm tear in intestine // ","wound on abdomen, intestinal laceration + prolapse",
694571,17-63,1/18/2017 11:11,Sharp-shinned Hawk,WildCare,912 Diablo Ave Novato CA,38.102565,-122.571855,Pending,,Adult,"Neurologic disease, respiratory disease","on ground, not moving","**head**: OU WNL, Mouth is bleeding pretty consistently  // **cns**: Possible slight cephalic nystagmus when handled and stressed // **cardiopulmonary**: Very poor, raspy lung sounds, obvious when stressed  // **musculoskeletal**: No fractures palpated // **hindlimb**: Both legs can grip and move but left seems sligtly weaker than right  // ",Suspected head trauma or AR poisoning ,
815659,17-50,1/15/2017 15:05,Brown Pelican,Santa Barbara Wildlife Care Network,Linden Ave. Beach (First Beach) Carpinteria CA,,,Euthanized in 24hr,1/15/2017,Adult,"Stranded, physical injury",compound fx wing,"**forelimb**: Compound FX left humerus at elbow, wing completely mangled, lost a lot of blood // ",,
777146,17-46,1/15/2017 9:24,Yellow-shafted Flicker,Wildlife Center of Silicon Valley,Calaveras Boulevard and 680 Fremont CA,,,Dead on arrival,1/15/2017,Adult,Physical injury,unknown,"**integument**: abrasions and bruising to both axilliary regions, possibly shot? // **body**: reasonable BCS // **forelimb**: nsf // **hindlimb**: abrasion to L hock // **comments**: DOA, save for radiographs // ",,
788923,17-29,1/14/2017 10:30,Yellow-shafted Flicker,The Bird Rescue Center,441 West Grant  Healdsburg CA,38.61795,-122.879651,Pending,,Adult,Respiratory disease,,,"Eyes reactive; slightly congested breathing; no fractures felt, left wing possibly tipped; no bruising found",
703958,17-20,1/12/2017 14:18,Dark-eyed Junco,Pacific Wildlife Care,227 Larchmont Drive Arroyo Grande CA,35.123022,-120.582619,Died in 24hr,1/12/2017,Adult,Physical injury,cat caught,"**head**: Holding L eye closed.  Matted feathers on top of head w/couple of tiny punctures on top of head, possibly penetrating skull.  Unable to get good view of fundus. // **cns**: Generally weak.  Not standing/using legs, but partially flighted // **integument**: Missing rectricies and several flight feathers both wings // **body**: Very large, ~2cm, wound L flank from stifle to axilla.  Damaged muscle tissue visible.  // **forelimb**: Continuation of laceration on flank along caudal edge of L humerus, ~1cm // **hindlimb**: Continuation of laceration along cranial surface proximal L TBT/stifle // ",Predation wounds (domestic cat),
566580,16-2583,1/7/2017 14:05,Dark-eyed Junco,The Bird Rescue Center,2501 Robinson Creek Road Ukiah CA,39.09165,-123.228246,Transferred,1/1/2017,Adult,"Respiratory disease, neurologic disease",,,"left eye not reactive, congested breathing,no fractures felt, severe torticollis",
817631,17-39,1/10/2017 16:55,California Gull,California Wildlife Center,Broad Beach Malibu CA,34.035683,-118.856222,Euthanized in 24hr,1/10/2017,Adult,"Stranded, physical injury",L wing fx,"**forelimb**: compounded L carpal joint luxation, Necrotic bone exposed, Metacarpus and phalanges hanging on by skin // ",Wrist lux,
765026,17-25,1/9/2017 14:55,California Gull,Wildlife Center of Silicon Valley,Almaden and Union Los Gatos CA,37.243417,-121.931261,Euthanized in 24hr,1/9/2017,Juvenile,"Stranded, physical injury","Can't Fly, Hit by basketball",**forelimb**: L wing has open fracture to metacarpal joint // ,,
757512,17-9,1/11/2017 17:23,Cooper's Hawk,Wildlife Rescue Center of Napa County,Yahome St.  Napa  CA,38.308102,-122.290504,Dead on arrival,1/11/2017,Juvenile,Physical injury,Cooper's hawk caught Eurasian dove and hit window,,,
821967,17-53,1/7/2017 16:11,Cooper's Hawk,Project Wildlife,Robbinwood Dr. 92056 CA,33.237797,-117.275699,Euthanized in 24hr,1/8/2017,Adult,Physical injury,Injured,**forelimb**: FX L WING AT HUMERUS // ,FX L WING,
757209,17-16,1/9/2017 15:00,Double-crested Cormorant,Pacific Wildlife Care,piedras blancas elephant seal observation parking lot San Simeon CA,,,Died in 24hr,1/9/2017,Adult,"Stranded, nutritional disease","wing appeared injured, seemingly dazed ",**integument**:  a few lice and ticks present // ,emaciation,
806053,17-30,1/9/2017 12:30,Allen's Hummingbird,California Wildlife Center,Unknown Venice CA,,,Died in 24hr,1/9/2017,Adult,"Physical injury, respiratory disease",Flew into window last night and could not fly,"**comments**: fluffed, dyspneic // ",,
817631,17-3,1/7/2017 15:08,Ferruginous Hawk,Tehama Wild Care,same as rescuer same as rescuer CA,,,Pending,,Adult,Physical injury,can't fly,**musculoskeletal**: soft tissue injury rt elbow // **forelimb**: elbow // **comments**: greenish tint on forehead // ,soft tissue injury rt elbow,
753981,17-24,1/7/2017 11:36,Peregrine Falcon,California Wildlife Center,21909 Saticoy Canoga Park CA,34.208522,-118.604644,Pending,,Juvenile,"Physical injury, neurologic disease",na,"**head**: Small abrasion on top ridge OD on rostral aspect.  Very small abrasion on top ridge OS on rostral aspect.  Missing most head feathers, mild abrasions at site of feather loss // **cns**: Low stance when placed in enclosure, both wings held out possibly for balance // **integument**: Blood contamination on feathers by vent and ventral aspect of R and L feet.  Suspect from latest meal // **forelimb**: R and L wings held outward, possibly for balance // **hindlimb**: Low stance when placed in enclosure.  Old abrasion on proximal aspect of R and L ventral D3.  Old abrasion on R foot pad.  // ","head trauma, radial fx",
791761,17-11,1/9/2017 13:28,Glaucous-winged Gull,Bird Ally X,581 School Rd Mckinleyville CA,40.934534,-124.125199,Dead on arrival,1/9/2017,Juvenile,"Stranded, physical injury",HBC found in middle of road,**hindlimb**: Compound fx left pedal joint // ,,
655072,17-10,1/7/2017 15:53,Glaucous-winged Gull,Bird Ally X,Samoa Beach ~1mi north of Power lines parking area Samoa CA,,,Euthanized in 24hr,1/7/2017,Adult,"Stranded, physical injury",broken wing,**head**: blood in nares // **forelimb**: compound fxs of left radius/ulna at elbow and wrist // ,,
819918,17-21,1/7/2017 17:12,Yellow-shafted Flicker,Wildlife Care Association of Sacramento,3725 Viola Dr North Highlands CA,38.649554,-121.376419,Died in 24hr,1/8/2017,Adult,Neurologic disease,Appears sick or injured,"**comments**: Unable to examine night of intake - appears to be seizing, would not survive exam // ",Neurological disease: seizures,
703958,17-20,1/7/2017 16:45,Yellow-shafted Flicker,Wildlife Care Association of Sacramento,8942 Eva Ave Elk Grove CA,38.408413,-121.369444,Pending,,Adult,"Physical injury, gastrointestinal disease ",Cat contact,"**head**: Small wound under left eye // **gastrointestinal**: Watery feces // **musculoskeletal**: Bruising all over body, no fx felt // **integument**: Wet // **body**: Several small tears, SQ emp on chest // **forelimb**: Right metacarpal abrasion // **hindlimb**: Unwilling to move right leg, heavily bruised on that side, no fx felt // **comments**: Unable to SQ due to location of multiple wounds around knees // ",Physical injury: wound,
